,hotel ID,review ID,review URL,customer review Title,customer review date,customer review score,userID,customer review text,hotel reply yes or no,hotel reply text,hotel reply date
0,d1737218,r794571232,https://www.tripadvisor.com/ShowUserReviews-g294217-d1737218-r794571232-Concerto_Inn-Hong_Kong.html,THIS is $800/night?!?!?,"Reviewed June 28, 2021 ",bubble_10,16CCCD8E63D47A665B9DFA2ED0A8A7C9,"I was exceptionally disappointed with this place. The room was VERY small, too small for even two people.  There was no phone in the room in case you needed to talk to the front desk.  The toilet is IN the shower, the area just outside the shower with the sink floods because no drainage, and the shower leaked badly. There wasn’t even any instant coffee/tea, breakfast was EXTRA cost. The drawers did not close. If the noisy dehumidifier wasn’t running 24 hrs the room turned into a slippery hazard! There was a mosquito killing machine that did NOTHING, lots of mosquitoes in the room. The room itself showed TOO MANY examples of less than adequate build quality. (Like holes cut by what look like 6 year olds to make space for bathroom pipes.) For the amount of money we paid, we expected more than just being close to the beach. To say that the accommodations were basic are a HUGE understatement. For over US$100/night, NOT WORTH IT!I can go on to talk about the terrible food as well, but at this point I think you can figure that out.",0,NaN,NaN
1,d1737218,r786212020,https://www.tripadvisor.com/ShowUserReviews-g294217-d1737218-r786212020-Concerto_Inn-Hong_Kong.html,Hostel type room in a great location,"Reviewed April 9, 2021 ",bubble_20,11F9A453B6E1F0EAC8BDCA2B73608B15,"The location is great, right on the beach and the bar area was excellent.  Our room was small (which we don’t mind), however we paid more for an executive room but the bed was smaller than a double bed and situated sideways against a wall in the middle of the room. It  was hard, small and uncomfortable, esp being 6ft 4.The pillows were thin and the towels were the thinnest I’ve ever seen. The room was full of unnecessary clutter and random cupboards/drawers and this made it feel even smaller. Two huge photographs on the wall made us feel like we had stepped back into 1975.The communal staircase was shabby and dirty and the AstroTurf on the landings was grubby.We just didn’t want to stay in the room any longer than we had to which was fine for one night but we definitely don’t want to stay again, and our friends who stayed with us feel the same. It’s such a shame because the facade of the building is beautiful as is the location. This hotel really needs a revamp..!!",0,NaN,NaN
2,d12309689,r795108992,https://www.tripadvisor.com/ShowUserReviews-g294217-d12309689-r795108992-Hotel_Hart-Hong_Kong.html,Minimal Design Style but Service...,"Reviewed July 2, 2021 ",bubble_30,9099666201879E7661A7B6F4DA389D89,"The hotel has minimal design, with wooden furniture and no excessive decoration. It is quite comfortable.We checked in at 15:30. The hotel lobby was empty with no staff. Some guests’ baggage were left unattended. We waited for around 5 minutes, finally a staff came back. We requested for a room not located on the same floor as the hotel lobby. The male Front Desk staff was unfriendly and said that there was no room available except that room and claimed that we would need to wait for another 2 hours (17:30). If the hotel lobby was packed with long queue, I definitely understand. However, at that time, the lobby had no other guests. I hoped he could be more kind and eager to help guests.",0,NaN,NaN
3,d12309689,r783289143,https://www.tripadvisor.com/ShowUserReviews-g294217-d12309689-r783289143-Hotel_Hart-Hong_Kong.html,"Reasonable,Valuable Within TST Area","Reviewed February 21, 2021 ",bubble_40,13991D4A9E7147FD13C618A02D49A571,"Room with bright lighting , comfortable air-con system and high water pressure showering. You can enjoy a relaxing shower in this hotel. Sound resistant between room to room is not strong enough here, you can hear clearly people in next room talking.  But overall with this price is super reasonable and valuable. Highly recommend to those who are active in  “night life”.",0,NaN,NaN
4,d1762000,r821825173,https://www.tripadvisor.com/ShowUserReviews-g294217-d1762000-r821825173-Noah_s_Ark_Hotel_Resort-Hong_Kong.html,Birthday Breakfast @ Harvest Restaurant,"Reviewed December 12, 2021 ",bubble_50,7BBC08B6D010EE73B1A3A40D81D16BC4,"This is just a quick one for Harvest Restaurant, where me & fam had my birthday breakfast.We actually usually come for breakfast on alternate weeks, either as fam or me & wife or kids with their momFoods served are basic, full buffet, a mix of asian/western..theres fresh cut fruits, salad bar..nothing too fancy or extravagant but definitely make you full in the end. You get a nice view, overlooking Tsing Ma bridge. Lots of seats, high ceiling & spacing between tables are comfortable, especially in regards to social distancing...feel free to take a walk down the beach afterwards to burn off calories or just enjoy the waves rolling in...Depending on hotel occupancy &or time you come, the restaurant can be a nice/quiet place to have a meal.Service is efficient. Special mention to Angel (at reception) & Ching (on floor)...both are very nice & friendly each time we are there..”Ladies, thank you for always for your assistance & making us feel welcomed, like family..”Harvest is a nice place to start the morning, when you dont want to cook your own breakfast but still want to feel at home as you enjoy the most important meal of the day!",0,NaN,NaN
5,d1762000,r819880973,https://www.tripadvisor.com/ShowUserReviews-g294217-d1762000-r819880973-Noah_s_Ark_Hotel_Resort-Hong_Kong.html,A Fantastic Place under the Mesmerising Tsing Yi Bridge,"Reviewed November 24, 2021 ",bubble_50,3A1D9C5955883AF3999466DADAFC3773,"This place is always full in weekend as it's so popular to family guests with kids. I was lucky enough to be able to book 3 nights here during weekday and at an excellent price (HKD560@). I love the hotel and the environment, as well as Ma Wan island where this hotel is located. A beach is just next to the hotel and is peaceful, beautiful, with the Tsing Yi Bridge just above my head!The room is clean, spacious with a podium. Bed very cozy. Everything functional. Some areas require improvement:1) I hung the ""no disturb"" plate outside my door when I left. More than once, they called me and asked if I needed cleaning up. I think they don't have to call guests (a kind of disturbance to me) for confirmation when the no-disturb sign already tells2) I found 3 cockroaches    , 1 alive 2 died, next to my sliding door in the podium. I dare not stay in the podium or open my door 3) TV channels are too limited. There are some more local free channels but not available here. Transport is fine as there are ferry, buses connecting to the Ma Wan island.Restaurants are very few on the island, 4 western cuisine along the beach. There's a restaurant inside the hotel and I had breakfast everyday at a very good price HKD91 and the food is good.Service so so.",0,NaN,NaN
6,d309419,r794000710,https://www.tripadvisor.com/ShowUserReviews-g294217-d309419-r794000710-Warwick_Hotel_Cheung_Chau-Hong_Kong.html,10th Year Wedding Anniversary !,"Reviewed June 25, 2021 ",bubble_50,5B707A688F7C48D0FFFA775D86D00E93,"This is an unforgettable staycation with all good experienced. Thanking you so very much for the excellent hospitality service special mention to hotel front office manager MR.  NELSON without all his flexibility things would run differently. (*) Location is perfect for family or couple get away from the city. (*) This time we celebrate our 10th year wedding anniversary and we had just more than enough to expect from the staff,room,& view! (*) Our kids really having so much fun at the front beach (*) We enjoy from the first hour of our stay till the last seconds. In addition we had a surprised arrangement from the management a tasteful anniversary cake and a late check out was given to our second room. Very very good experienced our family are so grateful!  (*) Definitely will recommend to all the trip advisor readers MUST TRY & EXPERIENCE #warwickhotel#cheungchauonlyhotel",0,NaN,NaN
7,d13215104,r795096729,https://www.tripadvisor.com/ShowUserReviews-g294217-d13215104-r795096729-The_Emperor_Hotel-Hong_Kong.html,Nice hotel with excellent service,"Reviewed July 2, 2021 ",bubble_50,E2C22B226D47E0541EA9CA3183FC4D4F,"We booked online and all of our booking concerns and enquirers were politely and patiently answered by Nancy of Front Desk over the phone. On the day we have arrived the hotel, we were assisted by her quickly and efficiently for checking in. We finally got a nice room with a large bed on the high floor that was being upgraded by Nancy. The room was spacious , clean with comfortable bed. Over all was pretty good and value for money. It was really a nice place to stay and definitely would stay again for this reasonable price with excellent service provided by Nancy.",1,"Dear Kent,We are grad to hear about Nancy's service has made your stay so enjoy. Your positive comments are encouraging. We appreciate it very much. Look forward to welcoming you back in the near future.","Responded July 14, 2021"
8,d13215104,r791958284,https://www.tripadvisor.com/ShowUserReviews-g294217-d13215104-r791958284-The_Emperor_Hotel-Hong_Kong.html,A great trip experience～,"Reviewed June 10, 2021 ",bubble_50,104F24CAAD9FF52EA4C3D24EE64F2E2E,"A great trip experience～I stayed at the hotel on 5-6 June.My friend and I got back to the hotel after 10:30 pm. I realised that I forgot to bring the charger with me. I went down to the front desk to see if I could borrow a charger for my phone. Unfortunately the chargers were not available at that time of night. Sadly I went back to my room. After a short while, I received a call from the front desk saying that they could lend me a charger. I was so surprised and asked how could they get one for me? I was told that the reception manager(Ms. Leung) , lend her own charger to me.I was very grateful for her, she not only saved my battery, she actually saved my night!We had such a great day in the hotel. I will definitely stay in this hotel again.",1,"Dear Julianna,Thank you very much for spending time to give us a positive feedback. We are grad that you enjoyed your stay with us. Look forward to welcoming you back in the near future.","Responded July 14, 2021"
9,d13215104,r791428766,https://www.tripadvisor.com/ShowUserReviews-g294217-d13215104-r791428766-The_Emperor_Hotel-Hong_Kong.html,Front desk Nancy ruined our holiday,"Reviewed June 6, 2021 ",bubble_10,DC7A22DA66EE63D5142CC20A8897AC9A,"During our stay, we encountered an unsatisfactory service levels that I think you should know of and hopefully do something about. A front desk staff named Nancy check us in and her attitude was bad. She give us a room confirmation paper with only the correct guest name, all other information were wrong. Well, that’s not a problem as I understand they were so busy. However, the wrong confirmation letter stated that we booked twin bed room instead of the a large bed room. Nancy not willing to admit her fault that she found us a wrong confirmation paper while all of the information inside were wrong obviously and said that she can provide us with double bed room for special, no more high floor as she only do according to what confirmation letter stated. Of course she’s not saying the above sentence in a good attitude for sure. Finally, she put us into a low floor and just opposite to a elevator. I’m not sure it’s coincidence or Nancy did it on purpose. It make me feel so bad during my whole trip.I wonder why I’m coming for staycation, but seems like I’m coming for being insulted. Actually, with a cheap price and the room is not too bad. But with the bad service from Nancy and ruined my holiday, it make me so hard to return again and recommend to others.I hope you agree with me that this type of service is completely unacceptable at so many levels. It is not the kind of treatment I would have expected from a normal hotel. I am very disappointed from this bitter experience. I would like to hear your thoughts about my complaint and the steps that you are willing to take to prevent such incidents in the future.",1,"Dear guest,Thank you for your time to share with us. A separate email will be sent to you. We sincerely apologize for all inconvenience caused.  Best regards,Front Office Manager","Responded June 7, 2021"
10,d13215104,r780648369,https://www.tripadvisor.com/ShowUserReviews-g294217-d13215104-r780648369-The_Emperor_Hotel-Hong_Kong.html,Fraud,"Reviewed January 6, 2021 ",bubble_10,504B30B0B59DEFC44A079A2973C7D3B6,"Beware they scam customers. They told me I burned a sheet and they charged me 570hkd, obviously I didn't burn the sheet but they didn't want to hear any explanations. I will never return to this hotel, at this moment I am staying here again but I will change hotels soon. The morning I left the hotel there was no hole ...",1,"Dear sir, pleased to remind that smoking is strictly prohibited in guest room. Any damage would cause a reasonable compensation. Thank you for your understanding.The Emperor Hotel","Responded April 11, 2021"
11,d15232433,r822637875,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r822637875-Butterfly_on_LKF-Hong_Kong.html,Best Service and Amazing rooms at an amazing price,"Reviewed December 21, 2021 ",bubble_50,C08E5065C147000D9BB5F1B1FAB58043,"We stayed at the Butterfly hotel LKF For November and December because it was an amazing place.  Special mention to Silvester and Billy, both amazing and polite gentlemen who helped us with baggage and almost anything we asked for.  I would recommend this place to anyone.",1,"Thank you for taking the time to sharing your recent experience with us. It is wonderful to hear that you were pleased with our  services and room facilities. Thank you once again for your time writing this great review and we all look forward to your next stay at Butterfly on LKF.With Warm Regards, Michael LeungAssistant Front Office Manager","Responded December 21, 2021"
12,d15232433,r821213686,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r821213686-Butterfly_on_LKF-Hong_Kong.html,位置好，旺中帶靜，舒適,"Reviewed December 6, 2021 ",bubble_50,F7B3CA34CE548BB9A16E2FFB6E0125AC,"Location is great, if on the weekends for going out drinking and hang out with friends that’s the best choice for you to go home rest after party! Bed is comfy and clean! Tv have Netflix and YouTube I think that’s a smart TV. The rooms are quite and also the bathroom is incredible cause of the LED lights, I had a great trip thank you the staffs from the lobby check in /check out and even the housekeepers! The view from the room is Lan Kwai Fong.房間舒適又靜，床舒服，職員很有禮貌而且我要求的都滿足到我，很好的酒店，乾淨，地方又近蘭桂芳，如果週未和朋友飲酒 依間酒店最適合不過！",1,"Thank you for choosing Butterfly on LKF and your subsequent posting of your valuable experience of the stay in our hotel.We are delighted to learn that you enjoyed the stay with us and our room facilities met your expectations. To make our guests feel like home is always the goal we strive for. Your compliment is encouraging and we will keep it up. Thanks again for your this great review and we all look forward to your next stay with us.With Warm Regards, Michael LeungAssistant Front Office Manager","Responded December 7, 2021"
13,d15232433,r821002924,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r821002924-Butterfly_on_LKF-Hong_Kong.html,Good location.,"Reviewed December 4, 2021 ",bubble_40,0F800F3667FE4B6C6616D7BCE53B8E5F,"The location is good. Good services. Good bed linen. But I think this is a must-have item without a proper table and chair for you to put a laptop and other things.  Staff response fast to your request, I am satisfied with that. Thank you very much! Thank you very much! Thank you very much!",1,"Thank you for taking the time to review your stay. We highly appreciate for your kind of words on our staff service and room cleanliness. Your feedback allows us the opportunity to improve our services for our future guests and we readily welcome both positive and constructive comments. Thank you once again and we look forward to welcoming you back in the future! With Warm Regards, Michael LeungAssistant Front Office Manager","Responded December 5, 2021"
14,d15232433,r819865870,https://www.tripadvisor.com/ShowUserReviews-g294217-d15232433-r819865870-Butterfly_on_LKF-Hong_Kong.html,Great and value,"Reviewed November 24, 2021 ",bubble_50,CC0538798157DB5B478D2B894E66CD5B,"Very nice located, it's in the middle of the LKF. Staff were very helpful and friendly! The room was clean and comfy, love the design of the room, especially the glass thingy of the washroom. Will be coming back in the future!",1,"Thank you so much for sharing your recent experience with us. It is always a great pleasure to learn how our guests enjoyed their stay with us and that our staffs were helpful and friendly. Your compliment is encouraging and we will keep it up. We are looking forward to welcoming you back to our delightful hotel again.With Warm Regards, Michael LeungAssistant Front Office Manager","Responded November 24, 2021"
